ListID,Name,FullName,CompanyName,ContactName,Email,Phone,AltPhone,Fax,BillAddress,BillCity,BillState,BillZip,BillCountry,ShipAddress,ShipCity,ShipState,ShipZip,ShipCountry,CustomerType,Terms,SalesRep,Balance,TotalBalance,CreditLimit,AccountNumber,IsActive,Notes
80000068-1617705679,KTeK Networks (Pvt) Ltd,KTeK Networks (Pvt) Ltd,,,,,,,"KTeK Networks (Pvt) Ltd, No 211 , Angulana Station Rd, ",Moratuwa,,,,,,,,,,,A,0.00,0.00,0,,1,
80000067-1617705679,Kumaran Book House,Kumaran Book House,Kumaran Book House,,,,,,"Kumaran Book House, No 39, 36th Lane,",Colombo 06,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001D8-1644561021,Lak Jaya Micro Finance Ltd,Lak Jaya Micro Finance Ltd,Lak Jaya Micro Finance Ltd,,,,,,"Lak Jaya Micro Finance Ltd, No.386B, 1/1, ",Pannipitiya.,,,,,,,,,,,A,0.00,0.00,0,,1,
80000066-1617705679,LAKDAM TRADING COMPANY (PVT) LTD,LAKDAM TRADING COMPANY (PVT) LTD,LAKDAM TRADING COMPANY (PVT) LTD,,,,,,"LAKDAM TRADING COMPANY (PVT) LTD, No. 215/1/1, Makola Road, ",VAT No.101009297-7000,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000025E-1697689695,Lakseya Digital Colour Lab &,Lakseya Digital Colour Lab &,,,,,,,"Lakseya Digital Colour Lab & Studio (Pvt), No39/1 , Makola Road, ",Kelaniya,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000065-1617705679,Lakvijaya Power Station,Lakvijaya Power Station,,,,,,,0Lakvijaya Power Station,,,,,,,,,,,,,0.00,0.00,0,,1,
80000064-1617705679,LANKA COMMODITY BROKERS LTD,LANKA COMMODITY BROKERS LTD,LANKA COMMODITY BROKERS LTD,Nipun,it@lcbl-sl.com,5222300,,5377090 / 2676625,"TIN  No. 134010010, LANKA COMMODITY BROKERS LTD",Colombo 10,,,,,,,,,,Cheque,AS,32885.01,32885.01,0,,1,
80000063-1617705678,LANKA MOUNT CASTLE (PVT) LTD,LANKA MOUNT CASTLE (PVT) LTD,LANKA MOUNT CASTLE (PVT) LTD,Mr. Shahabdeen,shaheer@activelk.com,2942670,,,"TIN No.114133957, LANKA MOUNT CASTLE (PVT) LTD",Uswetakeiyawa.,,,,,,,,,,Cheque,AS,155646.22,155646.22,0,,1,
80000062-1617705678,Lankem Ceylon PLC,Lankem Ceylon PLC,,,,,,,"Lankem Ceylon PLC, Ms. Head Office, ",Rajagiriya,,,,,,,,,,,,0.00,0.00,0,,1,
8000033F-1778147196,Laptop.lk pvt Ltd,Laptop.lk pvt Ltd,Laptop.lk pvt Ltd,,,,,,"Laptop.lk pvt Ltd, 401, Galle road, ",VAT No.,,103501385-700,,,,,,,,,AR,0.00,0.00,0,,1,
80000292-1717220688,Latest Technology,Latest Technology,,,,,,,"Latest Technology, No 636, Maradana Road",Colomobo - 10,,,,,,,,,,,AR,0.00,0.00,0,,1,
80000262-1699426723,Leema Creations (Pvt) Ltd,Leema Creations (Pvt) Ltd,,,,,,,"Leema Creations (Pvt) Ltd, 112/2 , ",Colombo 06.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000061-1617705678,LEGACY HEALTH,LEGACY HEALTH,,,,,,,"LEGACY HEALTH, No 23, Lillie Street, ",Colombo 02,,,,,,,,,,,,0.00,0.00,0,,1,
80000203-1660713140,Legalinc Srilanka,Legalinc Srilanka,,,,,,,"Legalinc Srilanka, 65 1/1 Norris Canal Rd,",Colombo 10.,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000239-1680257753,LEOsys Corporation (Pvt) Ltd,LEOsys Corporation (Pvt) Ltd,LEOsys Corporation (Pvt) Ltd,,,,,,"LEOsys Corporation (Pvt) Ltd, 266/10, Samagi Mw,","Batalanda, Makola.",,,,,,,,,,,AD,0.00,0.00,0,,1,
8000026A-1702268446,LEOsys Corporation (Pvt) Ltd.,LEOsys Corporation (Pvt) Ltd.,,,,,,,"LEOsys Corporation (Pvt) Ltd., 266/10 , Samagi Mw, Batalanda, ",VAT No.102978242-7000,,,,,,,,,,,A,0.00,0.00,0,,1,
80000356-1788161228,Link Networks & Electric (Pvt) Ltd,Link Networks & Electric (Pvt) Ltd,Link Networks & Electric (Pvt) Ltd,,,,,,"Link Networks & Electric (Pvt) Ltd, No.35, Doluwa,",Gampola.,,,,,,,,,,CASH,AD,81420.00,81420.00,0,,1,
80000060-1617705678,Liyakta Office Systems (Pvt) Ltd,Liyakta Office Systems (Pvt) Ltd,,,,,,,"Liyakta Office Systems (Pvt) Ltd, No 151, 2nd Floor",VAT No.,,114751545-700,,,,,,,,,AD,0.00,0.00,0,,1,
800002F4-1749796770,LIZZY-B CANADA (PVT) LTD,LIZZY-B CANADA (PVT) LTD,,,,,,,"LIZZY-B CANADA (PVT) LTD, 31/3, Dutugemunu MW, ",VAT No.114397830-7000,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000005F-1617705678,LK Domain Registry,LK Domain Registry,LK Domain Registry,,,,,,"LK Domain Registry, 106, Bernard's Business",VAT No.154011692-7000,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000026C-1702466679,Logic Gate Lanka (Pvt) Ltd,Logic Gate Lanka (Pvt) Ltd,,,,,,,"Logic Gate Lanka (Pvt) Ltd, 1, 29, 4 Rohini Rd,",,"29, 4",,,,,,,,,,AS,0.00,0.00,0,,1,
800001F0-1653562088,Loons Lab (Pvt) Ltd,Loons Lab (Pvt) Ltd,Loons Lab (Pvt) Ltd,,,,,,"Loons Lab (Pvt) Ltd, World Trade Center, 10th Floor, ","East Tower , Bank of Ceylon Maw",Bank of,,,,,,,,,,AS,0.00,0.00,0,,1,
8000005E-1617705678,LTL Transformers (Pvt) Ltd,LTL Transformers (Pvt) Ltd,LTL Transformers (Pvt) Ltd,,,,,,"LTL Transformers (Pvt) Ltd, No 67, Park Street , ",VAT No,,104662692-700,,,,,,,,,A,0.00,0.00,0,,1,
8000028C-1715746091,LTL Transformers Pvt Ltd,LTL Transformers Pvt Ltd,,,,,,,"LTL Transformers Pvt Ltd, 154/11, Railway Station Road, Angulana, ",VAT No. 104662692 -,,7000,,,,,,,,,A,0.00,0.00,0,,1,
80000226-1672295980,M. Photocopy House,M. Photocopy House,M. Photocopy House,,,,,,"M. Photocopy House, 282/C, Colombo Main Rd,",,Colombo,,,,,,,,,,A,0.00,0.00,0,,1,
8000024D-1689659189,M.A Sirimal Die Cutter Makers,M.A Sirimal Die Cutter Makers,,,,,,,"M.A Sirimal Die Cutter Makers, No.415/6, ",Colombo - 10,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000255-1692937391,M.D. Chandrasoma Amarasinghe,M.D. Chandrasoma Amarasinghe,,,,,,,"M.D. Chandrasoma Amarasinghe, No. 153, Kurunegala Road, ",Minuwangoda.,,,,,,,,,,,SA,0.00,0.00,0,,1,
8000029C-1719479395,M.D Ashger Ali,M.D Ashger Ali,,,,,,,"M.D Ashger Ali, No, 30. Grero Place , ",Colombo 06.,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002FD-1751875978,M & A Distributors (Pvt) Ltd,M & A Distributors (Pvt) Ltd,M & A Distributors (Pvt) Ltd,,,,,,"M & A Distributors (Pvt) Ltd, 387, Kohalwila Road, ",VAT No.101143120-7000,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000339-1775207024,M & U Foresight (Pvt) Ltd,M & U Foresight (Pvt) Ltd,M & U Foresight (Pvt) Ltd,,,,,,"M & U Foresight (Pvt) Ltd, No.24/2, Fairline Road,",Dehiwala.,,,,,,,,,,,AS,0.00,0.00,0,,1,
800001BB-1639738404,M Concepts Holdings (Pvt) Ltd,M Concepts Holdings (Pvt) Ltd,M Concepts Holdings (Pvt) Ltd,,,,,,"M Concepts Holdings (Pvt) Ltd, 43/7, Susantha Mawatha",Panadura.,,,,,,,,,,,A,0.00,0.00,0,,1,
8000005D-1617705678,M S Technologies (Pvt) Ltd,M S Technologies (Pvt) Ltd,M S Technologies (Pvt) Ltd,,,,,,"M S Technologies (Pvt) Ltd, 85/25, Jawatta Gardens, ",Colombo 05,,,,,,,,,,,A,0.00,0.00,0,,1,
8000005C-1617705678,MACSON MESH,MACSON MESH,"Macson Mesh Industries (Pvt) Ltd,",,imran@macsonmesh.com,,,,"Macson Mesh Industries (Pvt) Ltd., 304, Deans Road, ",VAT No,,114043613-700,,,,,,,,,AS,0.00,0.00,0,,1,
8000005B-1617705677,Maharaja Entertainments (Pvt) Ltd,Maharaja Entertainments (Pvt) Ltd,Maharaja Entertainments (Pvt) Ltd,,finance.me@maharaja.lk,,,,"Maharaja Entertainments (Pvt) Ltd, No:45/3, ",Colombo 02.,,,,,,,,,,,,0.00,0.00,0,,1,
80000331-1769831754,Mahendra Fernando,Mahendra Fernando,Mahendra Fernando,,,,,,"Mahendra Fernando, 416/5, Bauddhaloka Mw,",Colombo -07,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000352-1785147455,Maliban Wovens (Pvt) Ltd,Maliban Wovens (Pvt) Ltd,Maliban Wovens (Pvt) Ltd,,,,,,"TIN No. 114141453, Maliban Wovens (Pvt) Ltd",Colombo 10.,,,,,,,,,,,,0.00,0.00,0,,1,
80000253-1691983095,Malsha Colour Lab,Malsha Colour Lab,,,,,,,"Malsha Colour Lab, Old Negombo Road, 29,",Ja-Ela.,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001EB-1652417281,Mankind International (Pvt) Ltd,Mankind International (Pvt) Ltd,,,,,,,"Mankind International (Pvt) Ltd, 10, Davidson Rd,",Colombo – 04,,,,,,,,,,,A,0.00,0.00,0,,1,
80000302-1753765976,Manons Cine Combines,Manons Cine Combines,,,,,,,"Manons Cine Combines, 40B-7/1, 7th Floor, Metro Residencies",Colombo-02.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000295-1717568645,MARS Network (Pvt) Ltd,MARS Network (Pvt) Ltd,MARS Network (Pvt) Ltd,,,,,,"TIN No. 101153975, MARS Network (Pvt) Ltd",Colombo - 05,,,,,,,,,,Cheque,A,0.00,0.00,0,,1,
800001CB-1641448390,MAS Fabrics (Pvt) Ltd,MAS Fabrics (Pvt) Ltd,MAS Fabrics (Pvt) Ltd,,,,,,"MAS Fabrics (Pvt) Ltd, ,  (Matrix Division)",VAT No.174877734-7000,,,,"MAS Fabrics (Pvt) Ltd, ",Thulhiriya.,,,,,,A,0.00,0.00,0,,1,
8000028B-1714714190,"MBC Networks(Pvt)Ltd,","MBC Networks(Pvt)Ltd,",,,,,,,"MBC Networks(Pvt)Ltd, , No.36, Araliya Uyana, Depanama,",,Araliya,,,,,,,,,,AS,0.00,0.00,0,,1,
800001ED-1653305078,McLARENS Lubricants Ltd,McLARENS Lubricants Ltd,McLARENS Lubricants Ltd,,,,,,"McLARENS Lubricants Ltd, No.341, ",Colombo - 02.,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002AA-1725279305,Merbok MDF Lanka,Merbok MDF Lanka,,,,,,,"Merbok MDF Lanka, BOI Zone, ",Horana.,,,,,,,,,,,A,0.00,0.00,0,,1,
80000297-1717817335,Metropolitan Technologies (Pvt) Ltd,Metropolitan Technologies (Pvt) Ltd,,,,,,,"Metropolitan Technologies (Pvt) Ltd, No.85, Braybrooke Place, ",VAT No. 104017703 -,,7000,,,,,,,,,AD,0.00,0.00,0,,1,
8000033B-1777461125,Micro Access Importers & Distributers,Micro Access Importers & Distributers,,,,,,,"Micro Access Importers & Distributers, (Pvt) Ltd",VAT No.218211984-7000,,,,,,,,,,,AR,0.00,0.00,0,,1,
8000005A-1617705677,Micro Solutions Information Systems (Pvt),Micro Solutions Information Systems (Pvt),,,support2@activelk.com,,,,"Micro Solutions Information Systems (Pvt), No 10, ",VAT No,,100880296-700,,,,,,,,,A,0.00,0.00,0,,1,
800002FC-1751456030,Micro Technology Lanka (Pvt) Ltd,Micro Technology Lanka (Pvt) Ltd,Micro Technology Lanka (Pvt) Ltd,,,,,,"Micro Technology Lanka (Pvt) Ltd, No.159/1, Nuwara Eliya Rd,",,Nuwara,,,,,,,,,,AR,62940.00,62940.00,0,,1,
80000059-1617705677,Micrro Channel,Micrro Channel,,,,0652224646,,,"Micro Channel, 165, ",Batticaloa.,,,,,,,,,,,A,0.00,0.00,0,,1,
8000022C-1674209388,Midas Safety Lanka (Pvt) Ltd,Midas Safety Lanka (Pvt) Ltd,Midas Safety Lanka (Pvt) Ltd,,,,,,"Midas Safety Lanka (Pvt) Ltd, No.78, Biyagama Export Processing Zone, ",VAT No.104056717-7000,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002C0-1732947165,Millennium I.T.E.S.P (Pvt) Ltd,Millennium I.T.E.S.P (Pvt) Ltd,,,,,,,"Millennium I.T.E.S.P (Pvt) Ltd, No.450D, R A De Mel MW, ",VAT No.114165077-7000,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002E2-1742538394,Mitra Innovation Limited,Mitra Innovation Limited,,,,,,,"Mitra Innovation Limited, 472 2/1, Rawathawatta, ",Moratuwa.,,,,,,,,,,,AS,0.00,0.00,0,,1,
800002DF-1741169734,MM Trade Stationers (Pvt) Ltd.,MM Trade Stationers (Pvt) Ltd.,,,,,,,"MM Trade Stationers (Pvt) Ltd., 70, Awissawella Road, ",VAT No:,,800141800-700,,,,,,,,,AR,252520.00,252520.00,0,,1,
80000248-1686549816,Mobile Visions Lanka (Pvt) Ltd,Mobile Visions Lanka (Pvt) Ltd,,,,,,,"Mobile Visions Lanka (Pvt) Ltd, No 45/3",Colombo 02.,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000058-1617705677,Morison PLC,Morison PLC,Morison PLC,,,,,,"Morison PLC, No. 620 Biyagama Rd, ","Peliyagoda, Kelaniya",,,,,,,,,,,A,0.00,0.00,0,,1,
80000152-1619609904,Mr. Arshad Milhar,Mr. Arshad Milhar,Mr. Arshad Milhar,,devon@activelk.com,,,,"Mr. Arshad Milhar, 118/6 Quarry Road,",Dehiwala,,,,,,,,,,,AS,35000.00,35000.00,0,,1,
80000051-1617705677,Mr. Azari Cader,Mr. Azari Cader,Mr. Azari Cader,,,,,,Mr. Azari Cader,,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000171-1624857042,Mr. Devon Senarathna,Mr. Devon Senarathna,Mr. Devon Senarathna,,Devonsenarathna@gmail.com,,,,"Mr. Devon Senarathna, 535/A New Kandy Road,",Biyagama,,,,,,,,,,,AS,0.00,0.00,0,,1,
800002A7-1724651461,Mr. Ifham Raji,Mr. Ifham Raji,,,,,,,"Mr. Ifham Raji, 29/12 Visaka Private Road",Colombo 04,,,,,,,,,,,AS,0.00,0.00,0,,1,
800001F6-1655293871,Mr. Krishantha Perera,Mr. Krishantha Perera,Mr. Krishantha Perera,,,,,,"Mr. Krishantha Perera, Rajagiriya.",,,,,,,,,,,,A,0.00,0.00,0,,1,
800001CC-1641455985,Mr. Lasith Hettiarachchi,Mr. Lasith Hettiarachchi,Mr. Lasith Hettiarachchi,,,,,,"Mr. Lasith Hettiarachchi, 291/5/1, Pragathi Place, ",Malabe,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001B1-1637921480,Mr. Lasitha Weerasinghe,Mr. Lasitha Weerasinghe,Mr. Lasitha Weerasinghe,,,,,,"Mr. Lasitha Weerasinghe, No . 245/2, Hill House Garden",,Hill,,,,,,,,,,A,0.00,0.00,0,,1,
80000050-1617705677,Mr. Marrikar,Mr. Marrikar,Mr. Marrikar,,,,,,Mr. Marrikar,,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000004F-1617705677,Mr. Nalim,Mr. Nalim,Mr. Nalim,,,,,,"Mr. Nalin, (Kinro Advertising)",,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000032B-1767956956,Mr. Nipun Dissanayake,Mr. Nipun Dissanayake,,,,,,,"Mr. Nipun Dissanayake, 197/37, Pasal Mw, Weniwelpola,",,Pasal,,,,,,,,,,AR,0.00,0.00,0,,1,
80000199-1633681343,Mr. Nipuna,Mr. Nipuna,,,,,,,Mr. Nipuna,,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000032A-1767953074,Mr. Nirosh (Rayfor),Mr. Nirosh (Rayfor),,,,,,,"Mr. Nirosh (Rayfor), 297C New Kandy Rd,",Kaduwela 10640.,,,,,,,,,,Net 15,AR,53000.00,53000.00,0,,1,
80000193-1632224167,Mr. Niroth,Mr. Niroth,Mr. Niroth,,,,,,"Mr. Niroth, 98, Nanayakkara Mawatha, ",Rajagiriya.,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000004E-1617705676,Mr. Nishantha Amunugama,Mr. Nishantha Amunugama,Mr. Nishantha Amunugama,,,,,,"Mr. Nishantha Amunugama, De Saram Rd, ",Dehiwala,,,,,,,,,,,A,0.00,0.00,0,,1,
8000004D-1617705676,Mr. Pavithra,Mr. Pavithra,Mr. Pavithra Jayasundara,,,,,,"Mr. Pavithra Jayasundara, 65/A Bathiya Mawatha",Gonawala,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000004C-1617705676,Mr. Prashaktha,Mr. Prashaktha,Mr. Prashaktha,,,,,,"Mr. Prashaktha, 36/1 Bulathwelgoda Road,",Pelmadulla,,,,,,,,,,,A,0.00,0.00,0,,1,
800002D8-1738843170,Mr. Sanjaya,Mr. Sanjaya,,,,,,,Mr. Sanjaya,,,,,,,,,,,,,0.00,0.00,0,,1,
800001C6-1640855905,Mr. Shaveendra Wickramaratne,Mr. Shaveendra Wickramaratne,Shaveendra Wickramaratne,,,,,,"Shaveendra Wickramaratne, 1/1, Sakvithi Lane, ",Colombo 05,,,,,,,,,,,A,0.00,0.00,0,,1,
8000004B-1617705676,Mr. Wijendra,Mr. Wijendra,Mr. Wijendra,,,,,,Mr. Wijendra,,,,,,,,,,,,A,0.00,0.00,0,,1,
800001B9-1639553253,Mr.Amal Adams,Mr.Amal Adams,,,,,,,Mr.Amal Adams,,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002F1-1748583349,Mr.Chirath,Mr.Chirath,,,,,,,"Mr.Chirath, No.28, ",Kandy.,,,,,,,,,,,A,0.00,0.00,0,,1,
80000254-1692607598,Mr.Damith,Mr.Damith,,,,,,,Mr.Damith,,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002D6-1738045291,Mr.Mahendra Fernando,Mr.Mahendra Fernando,,,,,,,"Mr.Mahendra Fernando, 410/5 Bauddhaloka Mawatha,",Colombo - 07,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000219-1665483620,Mr.Mueen,Mr.Mueen,,,,,,,"Mr.Mueen Saheed, Billari Art Gallery",Colombo 05,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000004A-1617705676,Mr.Yakub Ariff,Mr.Yakub Ariff,Mr.Yakub Ariff,,,,,,Mr.Yakub Ariff,,,,,,,,,,,,AS,0.00,0.00,0,,1,
800002F8-1750927969,Mr Amila Nuwan,Mr Amila Nuwan,,,,,,,"Mr Amila Nuwan, No 187/2, ",Homagama.,,,,,,,,,,,AR,0.00,0.00,0,,1,
80000057-1617705677,Mr Chamod,Mr Chamod,Mr Chamod,,,,,,"Mr Chamod, Horana Road",Neboda,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000056-1617705677,Mr Dharshana (CEB),Mr Dharshana (CEB),Mr Dharshana (CEB),,,,,,"Mr Dharshana (CEB), Nugegoda",,,,,,,,,,,,A,0.00,0.00,0,,1,
80000055-1617705677,Mr H.A.M. Ishara,Mr H.A.M. Ishara,Mr H.A.M. Ishara,,,,,,Mr H.A.M. Ishara,,,,,,,,,,,,A,0.00,0.00,0,,1,
80000054-1617705677,Mr Haneez Haroon,Mr Haneez Haroon,,,,,,,"Mr Haneez Haroon, 105A 7/4, Sri Saranankara Road",,Sri,,,,,,,,,,,0.00,0.00,0,,1,
800001AA-1636634435,Mr Hemantha,Mr Hemantha,,,,,,,Mr Hemantha,,,,,,,,,,,,A,0.00,0.00,0,,1,
8000013B-1618571844,Mr Michael Janz,Mr Michael Janz,,,,,,,"Mr  Michael Elsworth Jansz, No 53/15, Madagodalanda Rd,",Athurugiriya,,,,,,,,,,,AR,0.00,0.00,0,,1,
80000188-1630250831,Mr Rajeewa,Mr Rajeewa,,,,,,,"Mr Rajeewa, 752/1/37, Pelangahawatta, ",Pannipitiya.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000053-1617705677,Mr Saman,Mr Saman,Mr Saman,,,,,,Mr Saman,,,,,,,,,,,,A,0.00,0.00,0,,1,
80000264-1699941189,Mr Suneth Jayalath,Mr Suneth Jayalath,,,,,,,"Mr Suneth Jayalath,  No, 14, ",Padukka.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000052-1617705677,Mr T. Y. Sahith,Mr T. Y. Sahith,Mr T. Y. Sahith,,,,,,"Mr T. Y. Sahith, No 719 , Malabe Road",Kottawa,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000221-1669609725,Mrs. Ameena,Mrs. Ameena,Mrs. Ameena,,,,,,Mrs. Ameena,No 418,DE,,,,,,,,,,AS,0.00,0.00,0,,1,
80000049-1617705676,Mrs. Aqeela Aboo (Paan Paan),Mrs. Aqeela Aboo (Paan Paan),Mrs. Aqeela Aboo (Paan Paan),,,,,,Mrs. Aqeela Aboo (Paan Paan),,,,,,,,,,,,AS,20750.00,20750.00,0,,1,
8000017A-1627278515,Mrs. Faraha,Mrs. Faraha,Mrs. Faraha,,,,,,Mrs. Faraha Marikar,,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000048-1617705676,MTI Consulting (Pvt)Ltd,MTI Consulting (Pvt)Ltd,MTI Consulting (Pvt)Ltd,,,,,,"MTI Consulting (Pvt)Ltd, 8th Floor , Aitken Spence Tower 01",VAT No,,114254606-700,,,,,,,,,AD,0.00,0.00,0,,1,
8000032C-1768282299,MTV Channel (Pvt) Ltd,MTV Channel (Pvt) Ltd,,,,,,,"MTV Channel (Pvt) Ltd, 45/3 Bray Brook Street, ",VAT No.114083020-7000,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000293-1717390961,Multi9 Computer Systems,Multi9 Computer Systems,,,,,,,"Multi9 Computer Systems,  38 Ground Floor",Nugegoda,,,,,,,,,,,A,0.00,0.00,0,,1,
80000244-1685352034,Musaeus College,Musaeus College,,,,,,,"Musaeus College, 58, Rosmead Place,",Colombo 07,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000047-1617705676,MUSLIM AID,MUSLIM AID,MUSLIM AID,,muneer.musthaffa@muslimaidsl.org,2819182,,2815022,"MUSLIM AID, 6/2 Malwatta Cross Ln,",Dehiwala-Mount Lavinia.,,,,,,,,,,,AS,62954.13,62954.13,0,,1,
8000023C-1682398479,My Cola Beverages (Pvt) Ltd,My Cola Beverages (Pvt) Ltd,My Cola Beverages (Pvt) Ltd,,,,,,"My Cola Beverages (Pvt) Ltd, #555/5D, ",VAT No.,,114137413-700,,,,,,,,,A,0.00,0.00,0,,1,
80000046-1617705676,Nabhan,Nabhan,,,,,,,"Bright Media, 178/G Sambawala Road, ",Malwana,,,,,,,,,,,,0.00,0.00,0,,1,
80000045-1617705676,Nadeera Paints (Pvt) Ltd,Nadeera Paints (Pvt) Ltd,Nadeera Paints (Pvt) Ltd,,,,,,"Nadeera Paints (Pvt) Ltd, No, 274/5, Vidyaraja Mawatha, ",VAT No.100934930-7000,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000180-1628048146,Navesta Pharmaceuticals (Pvt) Ltd,Navesta Pharmaceuticals (Pvt) Ltd,Navesta Pharmaceuticals (Pvt) Ltd,,,,,,"Navesta Pharmaceuticals (Pvt) Ltd, No. 107/A,",,Nakandala Road,,Sri Lanka,,,,,,,,AD,0.00,0.00,0,,1,
800002EB-1746156664,Ncinga (Pvt) Ltd,Ncinga (Pvt) Ltd,Ncinga,,,,,,"Ncinga (Pvt) Ltd, Level 19 Parkland Building, ",VAT No.102949412-7000,,,,,,,,,,,A,0.00,0.00,0,,1,
80000044-1617705675,Nekzone Business System,Nekzone Business System,Nekzone Business SystemNekzone Business S,,,,,,"Nekzone Business System, 970/1/B/1 Thalangama North",Malabe,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000022E-1675655149,Nekzone Solutions (Pvt) Ltd,Nekzone Solutions (Pvt) Ltd,,,,,,,"Nekzone Solutions (Pvt) Ltd, 970/1/B/1 Thalangama North",Malabe,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000259-1695116324,Neo Graphics (Pvt) Ltd,Neo Graphics (Pvt) Ltd,Neo Graphics (Pvt) Ltd,,,,,,"Neo Graphics (Pvt) Ltd, 44, Udahamulla Station Road, ",Nugegoda.,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002FE-1752205526,Neo Solution,Neo Solution,,,,,,,"Neo Solution, No.74, Kokila Road,",Colombo -06,,,,,,,,,,,SM,1500.00,1500.00,0,,1,
80000043-1617705675,NetCore Solutions,NetCore Solutions,NetCore Solutions,,,,,,"NetCore Solutions, # 95A, Old Kottawa Road,",,Old,,,,,,,,,,A,0.00,0.00,0,,1,
800002AC-1725512168,Neth Digital Studio,Neth Digital Studio,,,,,,,"Neth Digital Studio, No. 17/2 , ",Angunukolapelessa.,,,,,,,,,,,SM,0.00,0.00,0,,1,
80000042-1617705675,Netnotch Holdings (Pvt) Ltd,Netnotch Holdings (Pvt) Ltd,Netnotch Holdings (Pvt) Ltd,,,,,,"Netnotch Holdings (Pvt) Ltd, No. 275, Lotus Building, ",Nawala,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002E3-1743044469,Netsys Solutions (Pvt) Ltd,Netsys Solutions (Pvt) Ltd,,,,,,,"Netsys Solutions (Pvt) Ltd, No.44A, ",VAT No.174865019-7000,,,,,,,,,,,A,0.00,0.00,0,,1,
8000025A-1695369580,Network Information Technologies (Pvt) Lt,Network Information Technologies (Pvt) Lt,Network Information Technologies (Pvt) Lt,,,,,,"TIN No.114295620, Network Information Technologies (Pvt)Ltd","Kirulapone, Colombo - 05",Colombo,,,,,,,,,Cheque,AS,4054408.07,4054408.07,0,,1,
80000196-1632912115,New Life Literature (Pvt) Ltd,New Life Literature (Pvt) Ltd,New Life Literature (Pvt) Ltd,,,,,,"New Life Literature (Pvt) Ltd, Spur Road 4,",,E.P.Z,,Sri Lanka,,,,,,,,AS,0.00,0.00,0,,1,
80000041-1617705675,Next IT,Next IT,,,,,,,Next IT,,,,,,,,,,,,,0.00,0.00,0,,1,
80000040-1617705675,Next IT Solutions,Next IT Solutions,Next IT Solutions,,,,,,"Next IT Solutions, No. 782, Ransalu Building, ",Heiyanthuduwa,,,,,,,,,,,A,0.00,0.00,0,,1,
8000003F-1617705675,NextEn (Pvt) Ltd,NextEn (Pvt) Ltd,NextEn (Pvt) Ltd,,,,,,"NextEn (Pvt) Ltd, 719/1, Ethulkotte, ",VAT No :,,174891206-700,,,,,,,,,A,0.00,0.00,0,,1,
80000153-1620033164,NextGen Holdings,NextGen Holdings,NextGen Holdings,,,,,,"TIN  No. 107592997, NextGen Holdings (Pvt) Ltd","No-46 1/8, Marine City, Station",Marine City,,,,,,,,,Cheque,AD,0.00,0.00,0,,1,
80000301-1753678598,NHK Holdings International (Pvt) Ltd,NHK Holdings International (Pvt) Ltd,,,,,,,"NHK Holdings International (Pvt) Ltd, 01/65 Ranawaka Building, ",Gampaha.,,,,,,,,,,,AR,0.00,0.00,0,,1,
8000003E-1617705675,Nimby Technologies (Pvt) Ltd,Nimby Technologies (Pvt) Ltd,,,,,,,"Nimby Technologies (Pvt) Ltd, # 73a , Welikadawatte Road, ",Rajagiriya,,,,,,,,,,,AD,0.00,0.00,0,,1,
