ListID,Name,FullName,CompanyName,ContactName,Email,Phone,AltPhone,Fax,BillAddress,BillCity,BillState,BillZip,BillCountry,ShipAddress,ShipCity,ShipState,ShipZip,ShipCountry,CustomerType,Terms,SalesRep,Balance,TotalBalance,CreditLimit,AccountNumber,ResaleNumber,VatNumber,TinNumber,IsVatRegistered,TaxItemRef,TaxCodeRef,IsActive,Notes
800002B7-1431325840,Red Dot Tours Lanka (Pvt)Ltd,Red Dot Tours Lanka (Pvt)Ltd,Red Dot Tours Lanka (Pvt)Ltd,,,0112-396666,0773869501,,"Red Dot Tours Lanka (Pvt)Ltd, 140A, Vauxhall Street,",Colombo 02,,,,,,,,,,,E,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
800002AB-1424250000,Redline Technologies,Redline Technologies,Redline Technologies,,shaheer@activelk.com,,,,"Redline Technologies, No. 21, Joseph`s Place",Colombo 04.,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000038C-1498121777,Regency Teas (Pvt) Ltd,Regency Teas (Pvt) Ltd,,,,,,,"Regency Teas (Pvt) Ltd, #359, Biyagama Road, , Kalaniya.",VAT NO: 114192643-,,7000,,,,,,,,,L,0.00,0.00,0,,,114192643,,1,VAT15%,Tax,1,
800000EA-1238680054,REGENT FINE JEWELS,REGENT FINE JEWELS,REGENT FINE JEWELS,MR AHMED,,5511252 / 0777 354305,,2577689,"Billari Fine Jewellery, No 361, R .A. De Mel Mawatha,",,R .A. De,,,,,,,,,,AS,0.00,0.00,0,RF,,,,0,VAT15%,,1,
800000E9-1238680054,RESOURCE CENTER FOR COMMUNITY GROUPS,RESOURCE CENTER FOR COMMUNITY GROUPS,RESOURCE CENTER FOR COMMUNITY GROUPS,,,2811183,,,"RESOURCE CENTER FOR COMMUNITY GROUPS, 66 DUTUGAMUNU STREET KOHUWALA, DEHIWALA",,,,,,,,,,,,,0.00,0.00,0,resource,,,,0,,,1,
800001C7-1293957040,Rhino,Rhino,Rhino Roofing Products Ltd,,,,,,"Rhino Roofing Products Ltd, 752 Baseline Road, Colombo 9",,,,,,,,,,,Due on receipt,Har,0.00,0.00,0,,,,,0,Non VAT,...,1,
800003ED-1516856832,Richard Pieris Finance Limited,Richard Pieris Finance Limited,,,,,,,"Richard Pieris Finance Limited, No 69, Aprico Complex, , Hyde Park Corner,",Colombo 2,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800001A9-1279258174,Richardson Projects,Richardson Projects,Richardson Projects (Pvt ) Ltd.,,,,,,"Richardson Projects (Pvt ) Ltd., 342, Level 3, Galle Road",,Level 3,,,Richardson Projects (Pvt ) Ltd.,,Level 3,,,,Due on receipt,dil,0.00,0.00,0,,,,,0,Non VAT,...,1,
800000EB-1238680054,RIFCA,RIFCA,RIFCA,,,0773504267,,,"RIFCA, 24/10, FEDRICA ROAD,",WELLAWATTE,,,,,,,,,,,,0.00,0.00,0,RIFCA,,,,0,,,1,
800000EC-1238680054,RIZVI,RIZVI,RIZVI,,,,,,RIZVI,,,,,,,,,,,,,0.00,0.00,0,RIZVI,,,,0,,,1,
800001BA-1288092081,Rocell,Rocell,Royal Ceramics Lanka PLC,,,,,,"Royal Ceramics Lanka PLC, 10 R.A.De Mel Mawatha,",Colombo 03,,,,Royal Ceramics Lanka PLC,Colombo 03,,,,,Due on receipt,DL,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000F0-1238680054,ROYAL INTERNATIONAL (PVT) LTD,ROYAL INTERNATIONAL (PVT) LTD,ROYAL INTERNATIONAL (PVT) LTD,,,,,,ROYAL INTERNATIONAL (PVT) LTD,,,,,,,,,,,,,0.00,0.00,0,ROYAL,,,,0,,,1,
800000ED-1238680054,ROYAL JORDANIAN,ROYAL JORDANIAN,ROYAL JORDANIAN,,,2 301621-3,,2 301620,"ROYAL JORDANIAN, 40A, Kumaratunga Munidasa Mawatha",,Kumaratunga,,,,,,,,,,,0.00,0.00,0,RJ,,,,0,,,1,
800000F1-1238680054,RT INTERNET CAFE,RT INTERNET CAFE,RT INTERNET CAFE,,,,,,RT INTERNET CAFE,,,,,,,,,,,,,0.00,0.00,0,RT,,,,0,,,1,
800002E8-1451362813,Ru Salu Clothing (Pvt) Ltd,Ru Salu Clothing (Pvt) Ltd,Ru Salu Clothing (Pvt) Ltd,,,,,,"Ru Salu Clothing (Pvt) Ltd, No 640, Giriulla Rd, Kandawala,",Katana.,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,...,1,
800001CA-1296029341,Rupavahini,Rupavahini,Sri Lanka Rupavahini Corporation,,,,,,"SRI LANKA RUPAVAHINI CORPORATION., , P.O. Box 2204, Independance Sq.",Colombo 07.,,,,Sri Lanka Rupavahini Corporation,Colombo 07,,,,,Due on receipt,DL,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000402-1521604644,S-Lon,S-Lon,S-Lon Lanka (Pvt) Ltd,,,,,,"S-Lon Lanka Pvt Ltd, , No. 515/7, T.B. Jayah, Mawatha, Colombo.",Tel +94114760100,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000F2-1238680054,S.M.ARIYARAN,S.M.ARIYARAN,S.M.ARIYARAN,,,,,,"S.M.ARIYARAN, BLUMENDAL STREET",COLOMBO 13,,,,,,,,,,,,0.00,0.00,0,S.M.A.,,,,0,,,1,
8000010D-1238680056,S.N. TRADINGS,S.N. TRADINGS,S.N. TRADINGS,,,,,,"S.N. TRADINGS, NO. 268A, ANDERSON ROAD,",KALUBOWILA,,,,,,,,,,,,0.00,0.00,0,SN,,,,0,,,1,
80000276-1395115343,SABAH  Association,SABAH  Association,SABAH  Association,,,0112-710522,,,"SABAH  Association, No:42, , Sri Dhammadara Mawatha,",Rathmalana.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
80000433-1535602737,Saber IT Solutions (Pvt) Ltd,Saber IT Solutions (Pvt) Ltd,,,,,,,"Saber IT Solutions (Pvt) Ltd, M/S. NEO Graphic Solutions (Pvt) Ltd, No 275, Nawala Road",Nawala.,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000214-1333013503,SABRE TECHNOLOGIES (PVT)LTD,SABRE TECHNOLOGIES (PVT)LTD,Sabre Technologies (Pvt)Ltd,,,,,,"Sabre Technologies (Pvt)Ltd, , No:752, ",Dr.Dannister,DE,,,,,,,,,,RZ,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000476-1553596375,SADE- Compagnie Generale de travaux d'hyd,SADE- Compagnie Generale de travaux d'hyd,SADE- Compagnie Generale de travaux d'hyd,,,,,,"SADE COMPAGNIE GENERALE DE TRAVAUX, D'HYDRAULIQUE, No.2, Nandana Gardens, , Bambalapitiya, Colombo 04",VAT Reg No,,100996820-700,,,,,,,,,AD,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
80000444-1539084593,Saga Ceylan (Pvt) Ltd,Saga Ceylan (Pvt) Ltd,Saga Ceylan (Pvt) Ltd,,,,,,"Saga Ceylan (Pvt) Ltd, 2nd Floor, Lotus Building, No.275, , Nawala Rd,",Nawala.,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000F4-1238680054,SAHASRA,SAHASRA,SAHASRA,,,,,,"SAHASRA, 3RD FLOOR NEW MARKET, HIGH LEVEL ROAD",MAHARAGAMA,,,,,,,,,,,,0.00,0.00,0,SAH,,,,0,,,1,
800003E1-1514349022,Sahasra Studio (PVT) Ltd,Sahasra Studio (PVT) Ltd,,,,,,,"Sahasra Studio (Pvt) Ltd, No 456 / 5B , Arangala Road",Hookandara,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000F5-1238680054,SALA ENTERPRISES,SALA ENTERPRISES,SALA ENTERPRISES,,,5325577,,5373714,"SALA ENTERPRISES, 445, HAVELOCK ROAD",COLOMBO 06,,,,,,,,,,,,0.00,0.00,0,SALA,,,,0,,,1,
800000F3-1238680054,SAMANTHA,SAMANTHA,SAMANTHA,,,,,,SAMANTHA,,,,,,,,,,,,,0.00,0.00,0,SA,,,,0,,,1,
80000525-1631917197,Sampath I T Solutions Limited,Sampath I T Solutions Limited,,,,,,,"Sampath I T Solutions Limited, No 3, Mary's Road",Colombo 04,,,,,,,,,,,A,641500.00,641500.00,0,,,,,0,,Tax,1,
800003F6-1519711095,Sampath Senaratharachige Asso,Sampath Senaratharachige Asso,,,,,,,"Sampath Senaratharachchige Associates, (Pvt) Ltd, 784B, M.D.H Jayawardena Mawatha, , Rajagiriya.",VAT No,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000034E-1485489973,Samson Compounds (Pvt) Ltd,Samson Compounds (Pvt) Ltd,,,,,,,"Samson Compounds (Pvt) Ltd, PO Box - 46, Bataduwa,",Galle.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000023A-1362133774,Samson Sportswear(PVT)Ltd,Samson Sportswear(PVT)Ltd,Samson Sportswear(PVT)Ltd,,,0342226964,,,"Samson Sportswear(PVT)Ltd, , Kalapugama Road, , Panapitiya,",Kaluthara.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
800003CB-1509958726,Sanasa Insurance Company Limited,Sanasa Insurance Company Limited,,,,,,,"Sanasa Insurance Company Limited, No 340 2/1 , ",R . A,DE,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000F7-1238680054,SANDANAM SAMY,SANDANAM SAMY,SANDANAM SAMY,,,,,,"SANDANAM SAMY, 167, , MUTHUWELA MW,",COLOMBO 15,,,,,,,,,,,,0.00,0.00,0,SANDANAM,,,,0,,,1,
800000F8-1238680055,SANTHANAM MUTTHUSAMI,SANTHANAM MUTTHUSAMI,SANTHANAM MUTTHUSAMI,,,,,,"SANTHANAM MUTTHUSAMI, 167, MUTUWELA MW,",COLOMBO 15.,,,,,,,,,,,,0.00,0.00,0,SANTHANAM,,,,0,,,1,
800000F9-1238680055,SANUDA COMMUNICATION,SANUDA COMMUNICATION,SANUDA COMMUNICATION,,,,,,"SANUDA COMMUNICATION, 219/3, HIGH LEVEL ROAD, , WATTEGAMA",MAHARAGAMA,,,,,,,,,,,,0.00,0.00,0,SANU,,,,0,,,1,
800003B0-1505198418,Sapath systems Lanka (Pvt) Ltd,Sapath systems Lanka (Pvt) Ltd,,,,,,,"Sapath Systems Lanka (Pvt)Ltd, No 5,  9th Lane, Nawala Road",Nawala.,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000FA-1238680055,SARASA SOFT SOLUTIONS,SARASA SOFT SOLUTIONS,SARASA SOFT SOLUTIONS,,,4200033,,4200035,"SARASA SOFT SOLUTIONS, 19/2, PAGODA ROAD,",NUGEGODA,,,,,,,,,,,,0.00,0.00,0,SAR,,,,0,,,1,
800002A9-1423642012,Sarasavi BookShop (Pvt) Ltd,Sarasavi BookShop (Pvt) Ltd,Sarasavi BookShop (Pvt) Ltd,,,0112-820820,,,"Sarasavi BookShop (Pvt) Ltd, No:30, 2 Stanley Thilakaratne Mawatha,",Nugegoda,,,,,,,,,,,dil,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
800002AA-1423711532,Sarasavi Publishers (Pvt) Ltd,Sarasavi Publishers (Pvt) Ltd,,,,,,,"Sarasavi Publishers (Pvt) Ltd, No:1/3, , Stanley Thilakaratne Mawatha,",Nugegoda.,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000028B-1406867048,Sascon Holdings (Pvt) Ltd,Sascon Holdings (Pvt) Ltd,Sascon Holdings (Pvt) Ltd,,,,,,"Sascon Holdings (Pvt) Ltd, 752/5",Dr. Danister,DE,,,,,,,,,,dil,0.00,0.00,0,,,,,0,Non VAT,...,1,
800004E3-1595838756,Satecro Technologies,Satecro Technologies,Satecro Technologies,,,,,,"Satecro Technologies, #194/4, Wasana Piyasha, , Kawdana Road, , Kiriberiya Road, Malamulla",Panadura,,,,,,,,,,,AD,206000.00,206000.00,0,,,,,0,Non VAT,Tax,1,
800002B6-1431322143,SATRA Infrastructure Management Services,SATRA Infrastructure Management Services,SATRA Infrastructure Management Services,+91 7923600818,,,,+91 7923600819,"SATRA Infrastructure Management Services, C/401, Swagat Rainforest-II, Commercial Complex, , Opp.Swaminarayan Dham,","Gandhinagar, Gujarat, India.",,,,,,,,,,,E,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
800002B0-1425267894,Savinda Graphics system (Pvt) Ltd,Savinda Graphics system (Pvt) Ltd,Savinda Graphics system (Pvt) Ltd,,,,,,"Savinda Graphics system (Pvt) Ltd, 145, UDA Industrial Zone, , Katuwana Road,",Homagama.,,,,,,,,,,,A,527000.00,527000.00,0,,,,,0,Non VAT,Tax,1,
800000FC-1238680055,SBM IT SOLUTIONS,SBM IT SOLUTIONS,SBM IT SOLUTIONS,,,,,,SBM IT SOLUTIONS,,,,,,,,,,,,,0.00,0.00,0,SBM,,,,0,,,1,
80000526-1632903499,SC Printering International (Pvt) Ltd,SC Printering International (Pvt) Ltd,SC Printering International (Pvt) Ltd,,,,,,"SC Printering International (Pvt) Ltd, 654/19, Insustrial Estate, , Golumadama Junction",Rathmalana,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000F6-1238680054,SC SECURITIES,SC SECURITIES,SC SECURITIES,,info@sampathsecurities.lk,4711001,,2394405,"SC SECURITIES., , 2nd Floor, , 55 D.R Wijewardhana Mawatha,",Colombo 10.,,,,,,,,,,Due on receipt,AS,0.00,0.00,0,SAM,,,,0,,,1,
80000303-1459933315,Search Advanced Technology,Search Advanced Technology,Search Advanced Technology,,,,,,"Search Advanced Technology, No:51/C, , Sunethradevi Road,",Kohuwala.,,,,,,,,,,,L,116000.00,116000.00,0,,,,,0,Non VAT,...,1,
800000FF-1238680055,SEED INTERNET CAFE,SEED INTERNET CAFE,SEED INTERNET CAFE,,,,,,"SEED INTERNET CAFE, NO 21/C OLD KESBEWA RD NUGEGODA",,,,,,,,,,,,,0.00,0.00,0,SEEN,,,,0,,,1,
80000463-1548404790,Sell-X Computers,Sell-X Computers,Sell-X Computers,,,,,,"Sell-X Computers, 87/6 , Hettigewatta, , Kithulampitiya,",Galle,,,Sri Lanka,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000FE-1238680055,SENARATHNE ASSOCIATES LTD,SENARATHNE ASSOCIATES LTD,SENARATHNE ASSOCIATES LTD,,,"2301367,2573047",,"2573048,2301365","SENARATHNE ASSOCIATES LTD, 408, 4TH FLOOR, , LIBERTY PLAZA",COLOMBO 03,,,,,,,,,,,,0.00,0.00,0,SE,,,,0,,,1,
80000100-1238680055,SENKADA CITY,SENKADA CITY,SENKADA CITY,Mr NALINDA,,,,,"Mr NALINDA, SENKADA CITY",UNION PLACE,CO,,,,,,,,,,,0.00,0.00,0,SEN,,,,0,,,1,
80000269-1389591572,Sense Micro Distributors,Sense Micro Distributors,Sense Micro Distributors,,,0717900600,,,"Sense Micro Distributors, No:39/6, , Fortune Acarde, , Galle Road,",Colombo 04,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Non,1,
80000101-1238680055,SERANDIB OFFICE SUPPLY,SERANDIB OFFICE SUPPLY,SERANDIB OFFICE SUPPLY,,,,,,"SERANDIB OFFICE SUPPLY, 25 TEMPLE AVENUE COLOMBO-10",,,,,,,,,,,,,0.00,0.00,0,SER,,,,0,,,1,
8000042C-1532522960,Serindib Leisure Management (hemas),Serindib Leisure Management (hemas),,,,,,,"Serendib Leisure Management, Level 5, Hemas House, No 75 , Braybrooke Place",Colombo 02,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000491-1561548128,Sevana Investment (Pvt) LTD,Sevana Investment (Pvt) LTD,Sevana Investment (Pvt) LTD,,,,,,"Sevana Investment (Pvt) LTD, Rathnapura road,",Ingiriya,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
800003C8-1509432955,Seven X Lanka (Pvt) Ltd,Seven X Lanka (Pvt) Ltd,,,,,,,"Seven X Lanka (Pvt) Ltd, No 22, 1/1 40th Lane,",,1/1,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000406-1522641883,Seya Colour,Seya Colour,,,,,,,"Seya Colour, No 2B, Temple Road",Kalubowila,,,,,,,,,,,N,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800001C5-1292910169,Seylan,Seylan,Seylan Bank PLC,,,,,,"SEYLAN BANK PLC., , Ceylinco Seylan Towers, , 90, Galle Road,",Colombo 03.,,,,,,,,,,Due on receipt,dil,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
800001DC-1306746118,SGS Lanka (pvt) Ltd.,SGS Lanka (pvt) Ltd.,SGS LANKA (PVT) LTD.,,,0115 376 280,,0112 436 404,"SGS LANKA (PVT) LTD., 140, Vauxhall Street, , Colombo 02.",VAT No -114164221-7000,,,,,,,,,,Due on receipt,A,0.00,0.00,0,,,114164221-7000,,1,Non VAT,Tax,1,
8000017A-1245845196,SHADIR,SHADIR,,,,,,,Shadir,,,,,,,,,,,Due on receipt,Fz,0.00,0.00,0,,,,,0,VAT,Tax,1,
80000104-1238680055,SHAN INTERNET CAFE,SHAN INTERNET CAFE,SHAN INTERNET CAFE,,,,,,"SHAN INTERNET CAFE, KIRULAPANA",COLOMBO 05,,,,,,,,,,,,0.00,0.00,0,SHAN,,,,0,,,1,
80000338-1478925815,Shangri La Hotels Lanka (Private)Limited,Shangri La Hotels Lanka (Private)Limited,,,,0766760011 lashan,,,"Shangri La Hotels Lanka (Private) Limited, No: 05, Bethesda Place , , Off Dickman's Road,",Colombo 05.,,,,,,,,,,,AS,80500.00,80500.00,0,,,,,0,VAT15%,Tax,1,
800004D0-1584092760,Share Colombo Services,Share Colombo Services,Share Colombo Services,,,,,,"Share Colombo Services (Pvt) Ltd, 27/1 A, Hotel Road,",Mount Lavinia,,,,,,,,,,,AP,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000045B-1544585039,SharpEYE Network Solutions (Pvt) Ltd,SharpEYE Network Solutions (Pvt) Ltd,SharpEYE Network Solutions (Pvt) Ltd,,,,,,"SharpEYE Network Solutions (Pvt) Ltd, No. 118/C/A/4, Halpita,",Polgasowita.,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000359-1487145842,Shaw Wallace Ceylon Limited,Shaw Wallace Ceylon Limited,,,,,,,"Shaw Wallace Ceylon Limited, No 193, Dr Danister De Silva Mw",,Dr Danister De,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800001C6-1293944602,Shaw Wallace marketing,Shaw Wallace marketing,Shaw Wallace Marketing Ltd.,,,,,,"Shaw Wallace Marketing Ltd., 353 Kollupitiya Road,",Colombo 03,,,,,,,,,,,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000263-1388135334,Shay & Company,Shay & Company,Shay & Company,,,,,,"Shay & Company, 108/3, Horton Place",Colombo 7,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
800001FA-1317883030,Shermans Logistics (pvt) Ltd,Shermans Logistics (pvt) Ltd,"SHERMANS LOGISTICS (PVT) LTD.,",,,,,,"SHERMANS LOGISTICS (PVT) LTD., , 87, Barnes Place,",Colombo 07.,,,,,,,,,,Due on receipt,E,0.00,0.00,0,,,,,0,Non VAT,...,1,
80000189-1260936790,Sherwoods - Gayan,Sherwoods - Gayan,Sherwoods Electronics (Pvt) Ltd,,,,,,"Sherwoods Electronics (Pvt) Ltd, 31/7 Auburn Side,",Dehiwala,,,Sri Lanka,Sherwoods Electronics (Pvt) Ltd,Dehiwala,,,Sri Lanka,,Due on receipt,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000017B-1247469630,Shipping & Cargo Logistics Pvt Ltd.,Shipping & Cargo Logistics Pvt Ltd.,Shipping & Cargo Logistics Pvt Ltd.,,,,,,"Shipping & Cargo Logistics Pvt Ltd., No.315, Vauxhall St.,",Colombo 02,,,,Shipping & Cargo Logistics Pvt Ltd.,,Vauxhall St.,,,,,SS,0.00,0.00,0,,,,,0,VAT,Tax,1,
800002C3-1437634538,Siemens AG,Siemens AG,Siemens AG,,,,,,"Siemens AG, Energy Management Division, , Smart Grid Solutions & Services Solutions, EM SG SOL TK, Humboldt str.59","90459 Nuernberg, Germany.",,,,,,,,,,,dil,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
8000047C-1554696080,Sifaan Zavahir,Sifaan Zavahir,Sifaan Zavahir,,,,,,"Sifaan Zavahir, 185/18, Araliya Uyana","Depanama, Pannipitiya.",,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800002DA-1446449323,Silvacos (Pvt) Ltd,Silvacos (Pvt) Ltd,Silvacos (Pvt) Ltd,,,0115336086,,0114737076,"Silvacos (Pvt) Ltd, No:109, Kynsey Road,",Colombo 08,,,,,,,,,,,dil,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
80000398-1500699978,Silverline Information Technology(Pvt)Lt,Silverline Information Technology(Pvt)Lt,,,,,,,"Silverline Information Technology (Pvt),  Ltd, No 8, Chandraekha Mawatha,",Colombo 8,,,,,,,,,,,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800003AB-1504758175,Simato VAS Solutions Private Limited,Simato VAS Solutions Private Limited,,,,,,,"Simato VAS Solutions Private Limited,  No 52/3, Rupasiri Mawatha, , Mirihana ,",Nugegoda.,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800004C5-1580705261,Singer (Sri Lanka) PLC,Singer (Sri Lanka) PLC,Singer (Sri Lanka) PLC,,zakir@activelk.com,,,,"Singer (Sri Lanka) PLC, No. 112, Havelock Road, , Colombo 5,",IT Department (3rd Floor),,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800002B8-1431517145,Singer(Sri Lanka)PLC,Singer(Sri Lanka)PLC,Singer(Sri Lanka)PLC,,,0112-316316,0115-396396,0112-423544,"Singer(Sri Lanka)PLC, No:80, Nawam Mawatha,",Colombo 2,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
800002CE-1442201047,Sinnadurai Sundaralingam & Balendra,Sinnadurai Sundaralingam & Balendra,Sinnadurai Sundaralingam & Balendra,,lawyers@sblaw.lk,0112544400,,0112422210,"Sinnadurai Sundaralingam & Balendra, Attorneys-at-Law & Notaries Public","No:282/4, 5&6 Dam Street",5&6,,,,,,,,,,L,3450.00,3450.00,0,,,,,0,Non VAT,Tax,1,
80000106-1238680056,SIVARAM INTERNET CAFE,SIVARAM INTERNET CAFE,SIVARAM INTERNET CAFE,,,,,,"SIVARAM INTERNET CAFE, 27/1, KOTUGODALLA STREET",KANDY,,,,,,,,,,,,0.00,0.00,0,SIVARAM,,,,0,,,1,
8000028F-1408696942,Siverline Computer System,Siverline Computer System,Siverline Computer System,,,,,,"Siverline Computer System, 55 D , Kiswattha Road, , Nawala,",Rajagiriya.,,,,,,,,,,,E,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
80000108-1238680056,SK ADS & PRINTERS,SK ADS & PRINTERS,SK ADS & PRINTERS,,,,,,"SK ADS & PRINTERS, 186, GALLE ROAD, , WELLAWATTE",COLOMBO 06,,,,,,,,,,,,0.00,0.00,0,SK,,,,0,,,1,
800000FD-1238680055,SKY CARE (PVT) LTD,SKY CARE (PVT) LTD,SKY CARE (PVT) LTD,MS\ ROZANA,,2301629/7,,,"MS\ ROZANA, SKY CARE (PVT) LTD, 48, KUMARAMUNIDASA MW,",COLOMBO 07.,,,,,,,,,,,,0.00,0.00,0,SC0001,,,,0,,,1,
80000109-1238680056,SKY LANKA,SKY LANKA,SKY LANKA,MR. KESHAWAN,,0777 427732,,,"MR. KESHAWAN, SKY LANKA, 50 1/9, IT LAND, , COLOMBO PLAZA,",COLOMBO 06,,,,,,,,,,,,0.00,0.00,0,SK LANKA,,,,0,,,1,
8000010A-1238680056,SKY NET,SKY NET,SKY NET,,,,,,"SKY NET, NO. 122, PERADENIYA ROAD,",KANDY,,,,,,,,,,,,0.00,0.00,0,SK N,,,,0,,,1,
8000010B-1238680056,SKY TRACK,SKY TRACK,SKY TRACK,,,,,,SKY TRACK,,,,,,,,,,,,,0.00,0.00,0,SKY,,,,0,,,1,
800004FD-1609819365,SkyNet Solutions & Co,SkyNet Solutions & Co,SkyNet Solutions & Co,,,,,,,SkyNet Solutions &,CO,,,,,,,,,,A,500.00,500.00,0,,,,,0,Non VAT,Tax,1,
80000246-1371614476,SL - Virtusa World,SL - Virtusa World,SL - Virtusa World,,,,,,"SL - Virtusa World, Virtusa Pvt Ltd.PV-4974, , 752, ",Dr Danister,DE,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
800003E5-1515221200,SLIM,SLIM,,,,,,,"Sri Lanka Institute Of Marketing, No 94, Ananda Rajakaruna Mawatha, , Colombo 10",VAT No,,409057144-700,,,,,,,,,L,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
800001CD-1297744882,SLTS,SLTS,Sri Lanka Telecom Services Pvt Ltd,,,,,,"SRI LANKA TELECOM SERVISES LTD., , SLT Premises, High Level Road,",,High,,,,,,,,,Due on receipt,AS,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
800003F0-1518669901,Smart Media (Pvt) Ltd,Smart Media (Pvt) Ltd,,,,,,,"Smart Madia (Pvt) Ltd, No 100, Horton Place,",Colombo 07,,,,,,,,,,,L,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
80000419-1527050372,Smart Tech,Smart Tech,,,,,,,"Smart Tech, 65, 1/1 Highlevel Road, Kirulapana",Colombo 05,,,,,,,,,,,L,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
80000245-1371095236,SML FRONTIER AUTOMOTIVES (PVT) LTD,SML FRONTIER AUTOMOTIVES (PVT) LTD,SML FRONTIER AUTOMOTIVES (PVT) LTD,,,,,,"SML FRONTIER AUTOMOTIVES (PVT) LTD, , No:65., Kirula Road",Narahenpita.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000000E-1237878793,SMS,SMS,Software and Mangement Services Pvt. Ltd,,,,,,Software and Mangement Services Pvt. Ltd,,,,,,,,,,,,,0.00,0.00,0,,,,,0,Export,Tax,1,
8000048E-1560841876,SMS Marketing (Pvt) Ltd,SMS Marketing (Pvt) Ltd,SMS Marketing (Pvt) Ltd,,thilie1990@gmail.com,,,,"SMS Marketing (Pvt) Ltd, No - 302/A, First Floor, , Unity Plaza,",Colombo 04,,,,,,,,,,,L,79439.20,79439.20,0,,,,,0,VAT15%,Tax,1,
8000010F-1238680056,SOFT NET INFORMATION INTERNET CAFE,SOFT NET INFORMATION INTERNET CAFE,SOFT NET INFORMATION INTERNET CAFE,,,,,,"SOFT NET INFORMATION INTERNET CAFE, 69 1ST FLOOR, , SUPERMATKET",MAHARAGAMA,,,,,,,,,,,,0.00,0.00,0,SOFT,,,,0,,,1,
8000048F-1561373021,Softlogic Information Technologies (Pvt),Softlogic Information Technologies (Pvt),Softlogic Information Technologies (Pvt),,,,,,"Softlogic Information, Technologies (Pvt) Ltd",,,,,,,,,,,,A,3003860.48,3003860.48,0,,,,,0,Non VAT,Tax,1,
